Violation Id,Primary,Violation Number,Violation Date,Violation Item,Violation Item Description,Citation Number,Corrective Action,Inspection Number,Address,Zipcode,Battalion,Station Area,Fire Prevention District,Status,Close Date,Supervisor District,Neighborhood  District,X,Y
1607-018313EXT04,,1607-0183,7/22/16,13EXT04,extinguisher / service required,,correct - no permit,291108,790  22nd Ave,94121,7,14,7,closed,8/3/16,1,Outer Richmond,37.77297654,-122.4808158
1607-018513DOR02,,1607-0185,7/19/16,13DOR02,doors / blocked open,,correct - no permit,,3830  - 3838 California St,94118,7,10,7,closed,11/23/16,2,Presidio Heights,37.78618564,-122.457598
1607-018513EXI02,,1607-0185,7/19/16,13EXI02,exits / storage in pathway,,correct - no permit,,3830  - 3838 California St,94118,7,10,7,closed,11/23/16,2,Presidio Heights,37.78618564,-122.457598
1607-018513STO08,,1607-0185,7/19/16,13STO08,storage / no combustibles allowed,,correct - no permit,,3830  - 3838 California St,94118,7,10,7,closed,11/23/16,2,Presidio Heights,37.78618564,-122.457598
1607-0185SFC13A,,1607-0185,7/19/16,SFC13A,2013 san francisco fire code,,correct - no permit,,3830  - 3838 California St,94118,7,10,7,closed,11/23/16,2,Presidio Heights,37.78618564,-122.457598
1607-018613EXT25,,1607-0186,7/19/16,13EXT25,sprinkler system maintained,,correct - no permit,,75  Buena Vista Ave East,94117,5,21,5,closed,8/19/16,5,Haight Ashbury,37.77025304,-122.4391237
1607-018613REC20,,1607-0186,7/19/16,13REC20,records / ul certificate,,correct - no permit,,75  Buena Vista Ave East,94117,5,21,5,closed,8/19/16,5,Haight Ashbury,37.77025304,-122.4391237
1607-019913ALR12,,1607-0199,8/24/16,13ALR12,alarm system maintained,,correct - no permit,,1495  07th Ave,94122,8,22,8,abated,10/5/16,5,Inner Sunset,37.7606424,-122.4641504
1607-019913REC20,,1607-0199,8/24/16,13REC20,records / ul certificate,,correct - no permit,,1495  07th Ave,94122,8,22,8,abated,10/5/16,5,Inner Sunset,37.7606424,-122.4641504
1607-019913SPR08,,1607-0199,8/24/16,13SPR08,sprinkler / 5-year service,,correct - no permit,,1495  07th Ave,94122,8,22,8,abated,10/5/16,5,Inner Sunset,37.7606424,-122.4641504
1607-020913EXT19,,1607-0209,7/20/16,13EXT19,extinguisher / commercial cooking serv. required,,correct - no permit,291782,800  - 802 Greenwich St,94133,1,28,01N,closed,8/16/16,3,Russian Hill,37.80198438,-122.4130927
1607-019813ALR12,,1607-0198,8/24/16,13ALR12,alarm system maintained,,correct - no permit,292909,1444  07th Ave,94122,8,22,8,referred to hearing,3/7/18,5,Inner Sunset,37.76142058,-122.4636536
1607-019813DOR25,,1607-0198,8/24/16,13DOR25,doors / non-conforming hardware,,correct - no permit,292909,1444  07th Ave,94122,8,22,8,referred to hearing,3/7/18,5,Inner Sunset,37.76142058,-122.4636536
1607-019813EXI02Y,Y,1607-0198,8/24/16,13EXI02,exits / storage in pathway,,correct - no permit,292909,1444  07th Ave,94122,8,22,8,referred to hearing,3/7/18,5,Inner Sunset,37.76142058,-122.4636536
1607-017713EXT19Y,Y,1607-0177,7/18/16,13EXT19,extinguisher / commercial cooking serv. required,,correct - no permit,290827,301  Executive Park Blvd,94134,10,17,10,abated,9/5/18,10,Bayview Hunters Point,37.71152466,-122.3921343
1607-020913EXT29Y,Y,1607-0209,7/20/16,13EXT29,kitchen hood cleaning,,correct - no permit,291782,800  - 802 Greenwich St,94133,1,28,01N,closed,8/16/16,3,Russian Hill,37.80198438,-122.4130927
1607-021313DOR23,,1607-0213,7/20/16,13DOR23,doors / trash and linen chutes,,correct - no permit,291781,550  Battery St,94111,1,13,01N,closed,10/25/16,3,Financial District/South Beach,37.79642778,-122.399883
1607-021313REC29Y,Y,1607-0213,7/20/16,13REC29,test and maintenance documentation,,correct - no permit,291781,550  Battery St,94111,1,13,01N,closed,10/25/16,3,Financial District/South Beach,37.79642778,-122.399883
1607-021313STO16,,1607-0213,7/20/16,13STO16,storage / ceiling clearance,,correct - no permit,291781,550  Battery St,94111,1,13,01N,closed,10/25/16,3,Financial District/South Beach,37.79642778,-122.399883
1607-021313STO23,,1607-0213,7/20/16,13STO23,storage / elevator equip. rooms,,correct - no permit,291781,550  Battery St,94111,1,13,01N,closed,10/25/16,3,Financial District/South Beach,37.79642778,-122.399883
1607-021413DOR02,,1607-0214,7/20/16,13DOR02,doors / blocked open,,correct - no permit,,2  - 22 Battery St,94111,1,13,01S,closed,9/8/16,3,Financial District/South Beach,37.79157575,-122.3993634
1607-021413DOR08,,1607-0214,7/20/16,13DOR08,doors / latches,,correct - no permit,,2  - 22 Battery St,94111,1,13,01S,closed,9/8/16,3,Financial District/South Beach,37.79157575,-122.3993634
1607-021413ELE06,,1607-0214,7/20/16,13ELE06,electrical / work space/clearance,,correct - no permit,,2  - 22 Battery St,94111,1,13,01S,closed,9/8/16,3,Financial District/South Beach,37.79157575,-122.3993634
1607-021413EXI02,,1607-0214,7/20/16,13EXI02,exits / storage in pathway,,correct - no permit,,2  - 22 Battery St,94111,1,13,01S,closed,9/8/16,3,Financial District/South Beach,37.79157575,-122.3993634
1607-021413EXT15,,1607-0214,7/20/16,13EXT15,extinguisher / required,,correct - no permit,,2  - 22 Battery St,94111,1,13,01S,closed,9/8/16,3,Financial District/South Beach,37.79157575,-122.3993634
1607-021413HAZ02,,1607-0214,7/20/16,13HAZ02,housekeeping,,correct - no permit,,2  - 22 Battery St,94111,1,13,01S,closed,9/8/16,3,Financial District/South Beach,37.79157575,-122.3993634
1607-021413HAZ05Y,Y,1607-0214,7/20/16,13HAZ05,hazard materials/store in approved manner,,correct - no permit,,2  - 22 Battery St,94111,1,13,01S,closed,9/8/16,3,Financial District/South Beach,37.79157575,-122.3993634
1607-021413REC16,,1607-0214,7/20/16,13REC16,records / sffd binder for review for 5 years,,correct - no permit,,2  - 22 Battery St,94111,1,13,01S,closed,9/8/16,3,Financial District/South Beach,37.79157575,-122.3993634
1607-021413STO08,,1607-0214,7/20/16,13STO08,storage / no combustibles allowed,,correct - no permit,,2  - 22 Battery St,94111,1,13,01S,closed,9/8/16,3,Financial District/South Beach,37.79157575,-122.3993634
1607-021413STO16,,1607-0214,7/20/16,13STO16,storage / ceiling clearance,,correct - no permit,,2  - 22 Battery St,94111,1,13,01S,closed,9/8/16,3,Financial District/South Beach,37.79157575,-122.3993634
1607-021613ALR12,,1607-0216,7/25/16,13ALR12,alarm system maintained,,correct - no permit,291226,1059  - 1061 Market St,94103,3,1,03W,abated,9/18/17,6,South of Market,37.78091095,-122.4112784
1607-021613ALR12Y,Y,1607-0216,7/25/16,13ALR12,alarm system maintained,,correct - no permit,291226,1059  - 1061 Market St,94103,3,1,03W,abated,9/18/17,6,South of Market,37.78091095,-122.4112784
1607-021713_1030.3Y,Y,1607-0217,7/21/16,13_1030.3,exits/obstructions,,correct - no permit,291783,1950  - 1970 Page St,94117,5,12,5,closed,7/22/16,5,Haight Ashbury,37.77047883,-122.453001
1607-021713EXT04,,1607-0217,7/21/16,13EXT04,extinguisher / service required,,correct - no permit,291783,1950  - 1970 Page St,94117,5,12,5,closed,7/22/16,5,Haight Ashbury,37.77047883,-122.453001
1607-022313ALR12,,1607-0223,8/24/16,13ALR12,alarm system maintained,,correct - no permit,,435  Warren Dr,94131,8,20,8,closed,9/8/16,7,Inner Sunset,37.75742071,-122.4621943
1607-022313DOR02,,1607-0223,8/24/16,13DOR02,doors / blocked open,,correct - no permit,,435  Warren Dr,94131,8,20,8,closed,9/8/16,7,Inner Sunset,37.75742071,-122.4621943
1607-022313EXI13Y,Y,1607-0223,8/24/16,13EXI13,exits/fire escapes,,correct - no permit,,435  Warren Dr,94131,8,20,8,closed,9/8/16,7,Inner Sunset,37.75742071,-122.4621943
1607-022613DOR07,,1607-0226,7/21/16,13DOR07,doors / self-closers,,correct - no permit,291129,100  - 102 Pine St,94111,1,13,01S,closed,10/12/16,3,Financial District/South Beach,37.79264073,-122.3989703
1607-022613HAZ05,,1607-0226,7/21/16,13HAZ05,hazard materials/store in approved manner,,correct - no permit,291129,100  - 102 Pine St,94111,1,13,01S,closed,10/12/16,3,Financial District/South Beach,37.79264073,-122.3989703
1607-022613PER01,,1607-0226,7/21/16,13PER01,permit / general,,correct - no permit,291129,100  - 102 Pine St,94111,1,13,01S,closed,10/12/16,3,Financial District/South Beach,37.79264073,-122.3989703
1607-022613REC22Y,Y,1607-0226,7/21/16,13REC22,records / facility emergency plan,,correct - no permit,291129,100  - 102 Pine St,94111,1,13,01S,closed,10/12/16,3,Financial District/South Beach,37.79264073,-122.3989703
1607-022613STO23,,1607-0226,7/21/16,13STO23,storage / elevator equip. rooms,,correct - no permit,291129,100  - 102 Pine St,94111,1,13,01S,closed,10/12/16,3,Financial District/South Beach,37.79264073,-122.3989703
1607-022713DOR02Y,Y,1607-0227,7/21/16,13DOR02,doors / blocked open,,correct - no permit,291053,155  Jackson St,94111,1,13,01N,closed,9/28/16,3,Financial District/South Beach,37.79656252,-122.3988258
1607-022713DOR23,,1607-0227,7/21/16,13DOR23,doors / trash and linen chutes,,correct - no permit,291053,155  Jackson St,94111,1,13,01N,closed,9/28/16,3,Financial District/South Beach,37.79656252,-122.3988258
1607-022713ELE05,,1607-0227,7/21/16,13ELE05,electrical / extension cords,,correct - no permit,291053,155  Jackson St,94111,1,13,01N,closed,9/28/16,3,Financial District/South Beach,37.79656252,-122.3988258
1607-022713ELE07,,1607-0227,7/21/16,13ELE07,electrical / hazards,,correct - no permit,291053,155  Jackson St,94111,1,13,01N,closed,9/28/16,3,Financial District/South Beach,37.79656252,-122.3988258
1607-022713STO16,,1607-0227,7/21/16,13STO16,storage / ceiling clearance,,correct - no permit,291053,155  Jackson St,94111,1,13,01N,closed,9/28/16,3,Financial District/South Beach,37.79656252,-122.3988258
1607-022813ALR12Y,Y,1607-0228,7/21/16,13ALR12,alarm system maintained,,obtain permit,291036,3911  - 3995 Alemany Blvd,94132,9,33,9,referred to hearing,2/3/17,7,Oceanview/Merced/Ingleside,37.71100272,-122.4668072
1607-022913DOR23,,1607-0229,7/21/16,13DOR23,doors / trash and linen chutes,,correct - no permit,291042,405  - 465 Davis Ct,94111,1,13,01N,closed,9/28/16,3,Financial District/South Beach,37.79639772,-122.3984085
1607-022913EXT04,,1607-0229,7/21/16,13EXT04,extinguisher / service required,,correct - no permit,291042,405  - 465 Davis Ct,94111,1,13,01N,closed,9/28/16,3,Financial District/South Beach,37.79639772,-122.3984085
1607-022913PEN02,,1607-0229,7/21/16,13PEN02,"penetrations/corridor walls, ceilings",,correct - no permit,291042,405  - 465 Davis Ct,94111,1,13,01N,closed,9/28/16,3,Financial District/South Beach,37.79639772,-122.3984085
1607-022913STO16,,1607-0229,7/21/16,13STO16,storage / ceiling clearance,,correct - no permit,291042,405  - 465 Davis Ct,94111,1,13,01N,closed,9/28/16,3,Financial District/South Beach,37.79639772,-122.3984085
1607-023213ELE06,,1607-0232,7/22/16,13ELE06,electrical / work space/clearance,,correct - no permit,,55  Francisco St,94133,1,28,01N,closed,9/30/16,3,North Beach,37.80556513,-122.4054922
1607-023213ILL03,,1607-0232,7/22/16,13ILL03,illumination / additional exit sign,,correct - no permit,,55  Francisco St,94133,1,28,01N,closed,9/30/16,3,North Beach,37.80556513,-122.4054922
1607-024213EXT19Y,Y,1607-0242,7/22/16,13EXT19,extinguisher / commercial cooking serv. required,,correct - no permit,,414  - 430 Mason St,94102,1,1,01W,abated,,3,Tenderloin,37.78756518,-122.4095928
1607-024213ILL02,,1607-0242,7/22/16,13ILL02,illumination / repair emergency lighting,,correct - no permit,,414  - 430 Mason St,94102,1,1,01W,abated,,3,Tenderloin,37.78756518,-122.4095928
1607-024213PEN02,,1607-0242,7/22/16,13PEN02,"penetrations/corridor walls, ceilings",,correct - no permit,,414  - 430 Mason St,94102,1,1,01W,abated,,3,Tenderloin,37.78756518,-122.4095928
1607-025013SPR07,,1607-0250,7/25/16,13SPR07,sprinkler / blocked control valve,,correct - no permit,291201,101  02nd St,94105,3,1,03N,referred to hearing,4/5/17,6,Financial District/South Beach,37.78807978,-122.3991443
1607-025313REC20,,1607-0253,7/26/16,13REC20,records / ul certificate,,correct - no permit,291321,2000  Post St,94115,4,38,4,referred to hearing,11/14/16,5,Japantown,37.78523143,-122.435635
1607-025313STO11,,1607-0253,7/26/16,13STO11,fire protection equipment access,,correct - no permit,291321,2000  Post St,94115,4,38,4,referred to hearing,11/14/16,5,Japantown,37.78523143,-122.435635
1607-025413EXT19,,1607-0254,7/25/16,13EXT19,extinguisher / commercial cooking serv. required,,correct - no permit,,230  California St,94111,1,13,01S,closed,7/28/16,3,Financial District/South Beach,37.79358079,-122.3993284
1607-026313ELE07Y,Y,1607-0263,7/26/16,13ELE07,electrical / hazards,,obtain permit,291276,3129  - 3131 Vicente St,94116,8,18,8,closed,8/30/16,4,Sunset/Parkside,37.73803335,-122.5006012
1607-026313EXT25,,1607-0263,7/26/16,13EXT25,sprinkler system maintained,,obtain permit,291276,3129  - 3131 Vicente St,94116,8,18,8,closed,8/30/16,4,Sunset/Parkside,37.73803335,-122.5006012
1607-026413SPR01Y,Y,1607-0264,7/26/16,13SPR01,sprinkler / obstructions,,correct - no permit,291302,505  - 555 Beach St,94133,1,28,01W,abated,11/1/16,3,North Beach,37.80678436,-122.4175567
1607-026513SIG40Y,Y,1607-0265,7/26/16,13SIG40,signs / sprinkler valves,,correct - no permit,,505  - 555 Beach St,94133,1,28,01W,abated,10/27/16,3,North Beach,37.80678436,-122.4175567
1607-026613ALR12Y,Y,1607-0266,7/26/16,13ALR12,alarm system maintained,,correct - no permit,,1422  - 1428 Grove St,94117,5,21,5,abated,8/15/17,5,Hayes Valley,37.77592892,-122.4402119
1607-026713EXT25,,1607-0267,7/26/16,13EXT25,sprinkler system maintained,,correct - no permit,291784,505  - 555 Beach St,94133,1,28,01W,abated,10/28/16,3,North Beach,37.80678436,-122.4175567
1607-026713EXT25Y,Y,1607-0267,7/26/16,13EXT25,sprinkler system maintained,,correct - no permit,291784,505  - 555 Beach St,94133,1,28,01W,abated,10/28/16,3,North Beach,37.80678436,-122.4175567
1607-026813ELE05,,1607-0268,7/26/16,13ELE05,electrical / extension cords,,correct - no permit,291283,1075  Sutter St,94109,4,3,4,open,,3,Nob Hill,37.78775055,-122.4179317
1607-026813ELE07,,1607-0268,7/26/16,13ELE07,electrical / hazards,,correct - no permit,291283,1075  Sutter St,94109,4,3,4,open,,3,Nob Hill,37.78775055,-122.4179317
1607-026813PEN22,,1607-0268,7/26/16,13PEN22,penetrations / fire rating maintained,,correct - no permit,291283,1075  Sutter St,94109,4,3,4,open,,3,Nob Hill,37.78775055,-122.4179317
1607-026813REC22,,1607-0268,7/26/16,13REC22,records / facility emergency plan,,correct - no permit,291283,1075  Sutter St,94109,4,3,4,open,,3,Nob Hill,37.78775055,-122.4179317
1607-026813REC23Y,Y,1607-0268,7/26/16,13REC23,records / fire safety director,,correct - no permit,291283,1075  Sutter St,94109,4,3,4,open,,3,Nob Hill,37.78775055,-122.4179317
1607-028113PER01Y,Y,1607-0281,7/27/16,13PER01,permit / general,,obtain permit,291361,1675  Pacific Ave,94109,4,41,4,abated,10/3/17,3,Russian Hill,37.79463219,-122.4227955
1607-0281SFC13A,,1607-0281,7/27/16,SFC13A,2013 san francisco fire code,,obtain permit,291361,1675  Pacific Ave,94109,4,41,4,abated,10/3/17,3,Russian Hill,37.79463219,-122.4227955
1607-028213COM01,,1607-0282,7/27/16,13COM01,fire command center features,,correct - no permit,,1177  California St,94108,1,41,01W,abated,,3,Nob Hill,37.79102626,-122.4136476
1607-028213DOR03,,1607-0282,7/27/16,13DOR03,doors / repair or replace rated,,correct - no permit,,1177  California St,94108,1,41,01W,abated,,3,Nob Hill,37.79102626,-122.4136476
1607-028213DOR08Y,Y,1607-0282,7/27/16,13DOR08,doors / latches,,correct - no permit,,1177  California St,94108,1,41,01W,abated,,3,Nob Hill,37.79102626,-122.4136476
1607-028213DOR23,,1607-0282,7/27/16,13DOR23,doors / trash and linen chutes,,correct - no permit,,1177  California St,94108,1,41,01W,abated,,3,Nob Hill,37.79102626,-122.4136476
1607-028213EXT19,,1607-0282,7/27/16,13EXT19,extinguisher / commercial cooking serv. required,,correct - no permit,,1177  California St,94108,1,41,01W,abated,,3,Nob Hill,37.79102626,-122.4136476
1607-028213EXT29,,1607-0282,7/27/16,13EXT29,kitchen hood cleaning,,correct - no permit,,1177  California St,94108,1,41,01W,abated,,3,Nob Hill,37.79102626,-122.4136476
1607-028213ILL03,,1607-0282,7/27/16,13ILL03,illumination / additional exit sign,,correct - no permit,,1177  California St,94108,1,41,01W,abated,,3,Nob Hill,37.79102626,-122.4136476
1607-028213REC17,,1607-0282,7/27/16,13REC17,records / elevator quarterly tests,,correct - no permit,,1177  California St,94108,1,41,01W,abated,,3,Nob Hill,37.79102626,-122.4136476
1607-028213REC29,,1607-0282,7/27/16,13REC29,test and maintenance documentation,,correct - no permit,,1177  California St,94108,1,41,01W,abated,,3,Nob Hill,37.79102626,-122.4136476
1607-028213STO11,,1607-0282,7/27/16,13STO11,fire protection equipment access,,correct - no permit,,1177  California St,94108,1,41,01W,abated,,3,Nob Hill,37.79102626,-122.4136476
1607-028413HAZ06,,1607-0284,7/27/16,13HAZ06,hazard / secure/protect gas cylinders,,correct - no permit,291375,405  Howard St,94105,3,35,03S,abated,7/17/17,6,Financial District/South Beach,37.78860888,-122.3953756
1607-028413PER01,,1607-0284,7/27/16,13PER01,permit / general,,correct - no permit,291375,405  Howard St,94105,3,35,03S,abated,7/17/17,6,Financial District/South Beach,37.78860888,-122.3953756
1607-028413REC04,,1607-0284,7/27/16,13REC04,records / flame retardant proof,,correct - no permit,291375,405  Howard St,94105,3,35,03S,abated,7/17/17,6,Financial District/South Beach,37.78860888,-122.3953756
1607-028413STO08,,1607-0284,7/27/16,13STO08,storage / no combustibles allowed,,correct - no permit,291375,405  Howard St,94105,3,35,03S,abated,7/17/17,6,Financial District/South Beach,37.78860888,-122.3953756
1607-028713EXT20,,1607-0287,7/28/16,13EXT20,extinguisher / k required deep-fat fryers,,correct - no permit,291673,750  Kearny St,94111,1,13,01N,closed,9/30/16,3,Chinatown,37.79514303,-122.4043117
1607-028713HAZ06,,1607-0287,7/28/16,13HAZ06,hazard / secure/protect gas cylinders,,correct - no permit,291673,750  Kearny St,94111,1,13,01N,closed,9/30/16,3,Chinatown,37.79514303,-122.4043117
1607-028713ILL03,,1607-0287,7/28/16,13ILL03,illumination / additional exit sign,,correct - no permit,291673,750  Kearny St,94111,1,13,01N,closed,9/30/16,3,Chinatown,37.79514303,-122.4043117
1607-028713PER03,,1607-0287,7/28/16,13PER03,permit / lp gas,,correct - no permit,291673,750  Kearny St,94111,1,13,01N,closed,9/30/16,3,Chinatown,37.79514303,-122.4043117
1607-028713REC22,,1607-0287,7/28/16,13REC22,records / facility emergency plan,,correct - no permit,291673,750  Kearny St,94111,1,13,01N,closed,9/30/16,3,Chinatown,37.79514303,-122.4043117
1607-028713SIG06,,1607-0287,7/28/16,13SIG06,signs / occupant load,,correct - no permit,291673,750  Kearny St,94111,1,13,01N,closed,9/30/16,3,Chinatown,37.79514303,-122.4043117
1607-028713SIG48,,1607-0287,7/28/16,13SIG48,guestroom evacuation signs,,correct - no permit,291673,750  Kearny St,94111,1,13,01N,closed,9/30/16,3,Chinatown,37.79514303,-122.4043117
1607-028713STO08,,1607-0287,7/28/16,13STO08,storage / no combustibles allowed,,correct - no permit,291673,750  Kearny St,94111,1,13,01N,closed,9/30/16,3,Chinatown,37.79514303,-122.4043117
1607-028713STO10,,1607-0287,7/28/16,13STO10,"storage / boiler, mechanical & electric rooms",,correct - no permit,291673,750  Kearny St,94111,1,13,01N,closed,9/30/16,3,Chinatown,37.79514303,-122.4043117
1607-029813EXT04Y,Y,1607-0298,7/28/16,13EXT04,extinguisher / service required,,correct - no permit,291416,28  - 36 Geary St,94108,1,1,01W,open,,3,Financial District/South Beach,37.78814472,-122.4041293
1607-029813KEY03,,1607-0298,7/28/16,13KEY03,removal of exterior lock box,,correct - no permit,291416,28  - 36 Geary St,94108,1,1,01W,open,,3,Financial District/South Beach,37.78814472,-122.4041293
1607-032213ILL03,,1607-0322,7/30/16,13ILL03,illumination / additional exit sign,,correct - no permit,,61  - 63 Ellis St,94102,3,1,03W,closed,8/3/16,3,Financial District/South Beach,37.78538429,-122.4071846
1608-000213EXI26,,1608-0002,8/5/16,13EXI26,exit to roof,,correct - no permit,291796,301  18th Ave,94121,7,31,7,closed,9/1/16,1,Outer Richmond,37.78210405,-122.4775543
1608-039713DOR02,,1608-0397,8/31/16,13DOR02,doors / blocked open,,correct - no permit,293200,201  Sansome St,94104,1,13,01S,referred to hearing,12/18/17,3,Financial District/South Beach,37.7922717,-122.4011645
1608-000813ALR12,,1608-0008,10/24/16,13ALR12,alarm system maintained,,correct - no permit,,1255  Taraval St,94116,8,40,8,abated,2/13/18,4,Sunset/Parkside,37.74262442,-122.4797393
1608-002413SPR08,,1608-0024,8/1/16,13SPR08,sprinkler / 5-year service,,correct - no permit,297360,50  08th St,94103,2,36,02S,open,12/9/16,6,South of Market,37.77757037,-122.4142737
1607-030213DOR08,,1607-0302,7/28/16,13DOR08,doors / latches,,correct - no permit,,1075  California St,94108,1,41,01W,abated,7/23/18,3,Nob Hill,37.79136893,-122.4120491
1607-030213ELE05Y,Y,1607-0302,7/28/16,13ELE05,electrical / extension cords,,correct - no permit,,1075  California St,94108,1,41,01W,abated,7/23/18,3,Nob Hill,37.79136893,-122.4120491
1607-030213ELE07,,1607-0302,7/28/16,13ELE07,electrical / hazards,,correct - no permit,,1075  California St,94108,1,41,01W,abated,7/23/18,3,Nob Hill,37.79136893,-122.4120491
1607-030213ILL02,,1607-0302,7/28/16,13ILL02,illumination / repair emergency lighting,,correct - no permit,,1075  California St,94108,1,41,01W,abated,7/23/18,3,Nob Hill,37.79136893,-122.4120491
1607-030213ILL03,,1607-0302,7/28/16,13ILL03,illumination / additional exit sign,,correct - no permit,,1075  California St,94108,1,41,01W,abated,7/23/18,3,Nob Hill,37.79136893,-122.4120491
1607-030213PER01,,1607-0302,7/28/16,13PER01,permit / general,,correct - no permit,,1075  California St,94108,1,41,01W,abated,7/23/18,3,Nob Hill,37.79136893,-122.4120491
1607-030213REC17,,1607-0302,7/28/16,13REC17,records / elevator quarterly tests,,correct - no permit,,1075  California St,94108,1,41,01W,abated,7/23/18,3,Nob Hill,37.79136893,-122.4120491
1607-030213STO10,,1607-0302,7/28/16,13STO10,"storage / boiler, mechanical & electric rooms",,correct - no permit,,1075  California St,94108,1,41,01W,abated,7/23/18,3,Nob Hill,37.79136893,-122.4120491
1608-002513EXT04,,1608-0025,8/1/16,13EXT04,extinguisher / service required,,correct - no permit,291571,865  - 885 Market St,94103,3,1,03N,abated,6/28/17,6,South of Market,37.78394692,-122.4071583
1608-002513REC29,,1608-0025,8/1/16,13REC29,test and maintenance documentation,,correct - no permit,291571,865  - 885 Market St,94103,3,1,03N,abated,6/28/17,6,South of Market,37.78394692,-122.4071583
1608-002513SIG47,,1608-0025,8/1/16,13SIG47,repair exit sign,,correct - no permit,291571,865  - 885 Market St,94103,3,1,03N,abated,6/28/17,6,South of Market,37.78394692,-122.4071583
1608-002813SPR08,,1608-0028,8/1/16,13SPR08,sprinkler / 5-year service,,correct - no permit,291569,865  - 885 Market St,94103,3,1,03N,referred to hearing,8/14/17,6,South of Market,37.78394692,-122.4071583
1608-003213REC20,,1608-0032,8/1/16,13REC20,records / ul certificate,,correct - no permit,,1390  Market St,94102,2,36,02N,abated,9/14/16,6,Tenderloin,37.77722361,-122.4173614
1608-005813DOR02,,1608-0058,8/2/16,13DOR02,doors / blocked open,,correct - no permit,291612,440  Davis Ct,94111,1,13,01N,abated,9/27/16,3,Financial District/South Beach,37.79669529,-122.3979784
1608-005813ELE07,,1608-0058,8/2/16,13ELE07,electrical / hazards,,correct - no permit,291612,440  Davis Ct,94111,1,13,01N,abated,9/27/16,3,Financial District/South Beach,37.79669529,-122.3979784
1608-005813EXT04,,1608-0058,8/2/16,13EXT04,extinguisher / service required,,correct - no permit,291612,440  Davis Ct,94111,1,13,01N,abated,9/27/16,3,Financial District/South Beach,37.79669529,-122.3979784
1608-005813EXT15,,1608-0058,8/2/16,13EXT15,extinguisher / required,,correct - no permit,291612,440  Davis Ct,94111,1,13,01N,abated,9/27/16,3,Financial District/South Beach,37.79669529,-122.3979784
1608-005813HAZ02,,1608-0058,8/2/16,13HAZ02,housekeeping,,correct - no permit,291612,440  Davis Ct,94111,1,13,01N,abated,9/27/16,3,Financial District/South Beach,37.79669529,-122.3979784
1608-005813STO10,,1608-0058,8/2/16,13STO10,"storage / boiler, mechanical & electric rooms",,correct - no permit,291612,440  Davis Ct,94111,1,13,01N,abated,9/27/16,3,Financial District/South Beach,37.79669529,-122.3979784
1608-005813STO16,,1608-0058,8/2/16,13STO16,storage / ceiling clearance,,correct - no permit,291612,440  Davis Ct,94111,1,13,01N,abated,9/27/16,3,Financial District/South Beach,37.79669529,-122.3979784
1608-005813STO23,,1608-0058,8/2/16,13STO23,storage / elevator equip. rooms,,correct - no permit,291612,440  Davis Ct,94111,1,13,01N,abated,9/27/16,3,Financial District/South Beach,37.79669529,-122.3979784
1608-007213EXI02Y,Y,1608-0072,8/2/16,13EXI02,exits / storage in pathway,,correct - no permit,291657,1080  - 1084 Folsom St,94103,3,1,03W,closed,8/15/16,6,South of Market,37.77724293,-122.407609
1608-008013_1030.3,,1608-0080,8/3/16,13_1030.3,exits/obstructions,,correct - no permit,,351  California St,94104,1,13,01S,abated,11/29/16,3,Financial District/South Beach,37.79287076,-122.4007475
1608-008013DOR08Y,Y,1608-0080,8/3/16,13DOR08,doors / latches,,correct - no permit,,351  California St,94104,1,13,01S,abated,11/29/16,3,Financial District/South Beach,37.79287076,-122.4007475
1608-008013ELE05,,1608-0080,8/3/16,13ELE05,electrical / extension cords,,correct - no permit,,351  California St,94104,1,13,01S,abated,11/29/16,3,Financial District/South Beach,37.79287076,-122.4007475
1608-008013PEN22,,1608-0080,8/3/16,13PEN22,penetrations / fire rating maintained,,correct - no permit,,351  California St,94104,1,13,01S,abated,11/29/16,3,Financial District/South Beach,37.79287076,-122.4007475
1608-008013SIG47,,1608-0080,8/3/16,13SIG47,repair exit sign,,correct - no permit,,351  California St,94104,1,13,01S,abated,11/29/16,3,Financial District/South Beach,37.79287076,-122.4007475
1608-002613PER01Y,Y,1608-0026,8/1/16,13PER01,permit / general,,obtain permit,291573,3800  03rd St,94124,10,25,10,abated,3/4/18,10,Bayview Hunters Point,37.74261064,-122.3883617
1608-008013STO10,,1608-0080,8/3/16,13STO10,"storage / boiler, mechanical & electric rooms",,correct - no permit,,351  California St,94104,1,13,01S,abated,11/29/16,3,Financial District/South Beach,37.79287076,-122.4007475
1608-008013STO16,,1608-0080,8/3/16,13STO16,storage / ceiling clearance,,correct - no permit,,351  California St,94104,1,13,01S,abated,11/29/16,3,Financial District/South Beach,37.79287076,-122.4007475
1608-008413REC22,,1608-0084,8/3/16,13REC22,records / facility emergency plan,,correct - no permit,291677,400  Beale St,94105,3,35,03S,closed,10/25/16,6,Financial District/South Beach,37.78703877,-122.390987
1608-008413REC28Y,Y,1608-0084,8/3/16,13REC28,l-license and fire pump certificate,,correct - no permit,291677,400  Beale St,94105,3,35,03S,closed,10/25/16,6,Financial District/South Beach,37.78703877,-122.390987
1608-0084NOTES,,1608-0084,8/3/16,NOTES,notes,,correct - no permit,291677,400  Beale St,94105,3,35,03S,closed,10/25/16,6,Financial District/South Beach,37.78703877,-122.390987
